,decision_id,decision_description,contract_id,contract_description
123,D.126/15/2009,émop-4.2.2. utólagos akadálymentesítés az önkormányzat feladatokat ellátó intézmények támogatására,456251,"1.) veszprém, gyalogátkelők akadálymentesítése 2.) veszprém, gyalogátkelők kijelölése"
124,D.126/2011.,vállalkozási szerződés porta és őrzés-védelmi szolgáltatás pécs megyei jogú város önkormányzata intézményeiben,9545,salgótarján megyei jogú város önkormányzata és intézményei vagyon- és felelősségbiztosítása
125,D.126/2012.,szombathelyi paragvári utcai általános iskola felújítása és fejlesztése,45074,"eljárás eredményéről szóló tájékoztató - szombathely, belterületi utak, járdák burkolat felújítása, új út építése, egyéb csatornaépítés 2011. ii."
126,D.126/2014.,"tolna megyei balassa jános kórház tiop 2.2.4. támogatással megvalósuló új hotelszárny építésével, valamint a meglévő műtő- és diagnosztikai tömb átalakításával kapcsolatos áruszállítás 17. rész",578379,gyemszi támop-6.2.7 előkészítő fázisát támogató szakértői tanulmány írása a távoktatás rendszerkritériumairól és módszertanáról
127,D.127/2011.,"iskola bőítés rekonstrukció tunyogmatolcson, éaop-4.1.1/b-09-2010-0004 pályázathoz kapcsolódó építési munkák 2.",16575,iskola bővítés rekonstrukció tunyogmatolcson. tájékoztató az eljárás eredményéről
128,D.127/2014.,"émop-1.1.1/ac-11-2012-0014 azonosító számú ""miskolc déli ipari park infrastrukturális fejlesztése"" projetk keretében déli ipari park 3. ütemének (víz és csatornahálózat, csapadékvíz-elvezetés) kivitelezése",564881,"vállalkozási szerződés az émop-1.1.1/ac-11-2012-0014 azonosító számú miskolc déli ipari park infrastrukturális fejlesztése projekt keretében út, csapadékvíz-, szennyvízelvezetés és vízellátás és hejő híd kivitelezése"
129,D.128/2010.,"hunyadi mátyás általános művelődési központ konyha 2010. évi élelmiszer beszerzése (3. és 5. rész száraztészta és fűszerek, egyéb áruk tekintetében)",41706,hunyadi mátyás általános iskola és általános művelődési központ bővítése építési beruházás
130,D.128/2011.,kbt. jogtalan mellőzése,18695,econlit on-line adatbázis előfizetése
131,D.128/2014.,taxi rendszerű személyszállítási szolgáltatás teljesítése az országgyűlés hivatala részére (537/2013),574363,hivatalos utazással kapcsolatos szolgáltatások teljesítése az országgyűlés hivatala részére (519/2013)
132,D.129/2010.,széchenyi ifjúsági közösségi közpohnt kialakítása,40033,szociális alapszolgáltató központ i. ütemének kialakítása vállalkozási szerződés keretében.
133,D.129/2011.,szalonka úti óvoda fejlesztése,18773,szálláshely fejlesztés
134,D.129/2012.,kapcsolószerek és váltólakatosi alkatrészek szállítása - ii. részajánlattételi kör,13373,villamos járműveken alkalmazott forgóváz alkatrészeinek szállítása és javítása
135,D.129/2014.,a szociális és gyermekvédelmi főigazgatóság és a fenntartásában lévő intézmények részére papíripari termékek és irodaszerek beszerzése,585728,szállítási szerződés keretében háztartási kis- és nagygépek beszerzése a nevelőszülői hálózat részére
136,D.13/2011.,"veleszületett vérzékenység kezelésére szolgáló gyógyszerkészítmények beszerzése, meghatározott hatóanyagot tartalmazó készítményekre (1/a) és meghatározott készítményekre (1/b).",10286,"tájékoztató az eljárás eredményéről a ""veleszületett vérzékenység kezelésére szolgáló gyógyszerkészítmények beszerzése, meghatározott hatóanyagot tartalmazó készítményekre (1/a) és meghatározott készítményekre (1/b)” tárgyú közbeszerzési e"
137,D.13/2012.,ingatlan értékbecslések elkészítése az mnv zrt. részére,1334,informatikai szolgáltatások beszerzése az mnv zrt részére
138,D.13/2013.,"központi ellátású élelmiszerek beszerzése (liszt, cukor, befőttek, konzervek, étolaj, tészták, stb.)",460198,"a központi statisztikai hivatal kérdőíveinek, kiadványainak nyomdai előállítása, expediálási, postai feladásra történő előkészítési munkáinak elvégzése ajánlattevő által biztosított és telepített berendezéseken"
139,D.13/2014.,"„nagybaracska, gara és hercegszántó községek szennyvízcsatornázása és szennyvíztisztítása"" c. projekt keretében gara község szennyvízcsatornázása és szennyvíztisztítása során szennyvízcsatorna-hálózat építése",557791,"nagybaracska, gara és hercegszántó községek szennyvízcsatornázása és szennyvíztisztítása c. projekt keretében gara község szennyvízcsatornázása és szennyvíztisztítása során szennyvízcsatorna-hálózat építése a fidic piros könyv hivatalos magyar nyelvű fordítása szerinti kivitelezéssel fővállalkozási szerződés keretében, valamint szennyvíztisztító telep építés a fidic sárga könyv hivatalos magyar nyelvű fordítása szerinti kivitelezéssel és"
141,D.130/2014.,"zbr k-36-09-614 számú pályázat keretében, a társasház épületének energetikai felújítása",591884,zbr k-36-09-614 számú pályázat keretében a társasház épületének energetikai felülvizsgálata.
142,D.131/2010.,a versenyképes tudás feltételeinek megteremtése a kiskőrösi petőfi sándor általános iskolában (daop-4.2.1/2f-2f-2009-0008),434663,"szerelési és építési munkák, petőfi sándor általános iskola felújítása"
143,D.131/2011.,kőszeg juricsics-vár turisztikai fejlesztése i. ütem,18205,"a pedagógiai, módszertani reformot támogató informatikai infrastruktúra fejlesztése című tiop-1.1.1-07/1-2008-0230 pályázat informatikai eszközbeszerzés"
144,D.131/2013.,szennyvízgyűjtő hálózat megépítése szendrőládon pótmunka - émop-3.2.1/a-09-2010-0008.,463710,szennyvízgyűjtő hálózat és tisztító telep kiviteli terveinek elkészítése és megépítése szendrőládon – émop-3.2.1/a-09-2010-0008
145,D.131/2014.,"szállítási szerződés a szegedi tudományegyetem tiop-2.2.7-07/2f/2-2009-0008 kódszámú pályázatának keretében a szent-györgyi albert klinikai központ részére központi sterilizáló eszközei és műszerkövető rendszer leszállítása, üzembe helyezése ",573422,"szállítási szerződés a szegedi tudományegyetem tiop-2.2.2-08/2-2009-0008 kódszámú pályázatának keretében a szent-györgyi albert klinikai központ részére orvostechnológiai gép-műszerek és felszerelések beszerzése, leszállítása, üzembe helyezése és kapcsolódó szolgáltatások teljesítése tárgyban."
146,D.132/19/2010.,"mátészalka, képes géza általános iskola épületének teljes körű felújítása és akadálymentesítésének megvalósítása",42373,oktatási nevelési intézmények infrastrukturális fejlesztése - képes géza általános iskola rekonstrukció és akadálymentesítés éaop-4.1.1./2f-2008-0255 - kivitelezés
147,D.132/2011.,"a rendőrség kijelölt állománya részére általános angol nyelvi képzés megszervezése, megtartása vizsgára felkészítéssel és államilag elismert különböző szintű vizsga megszervezésével, valamint rendészeti szaknyelv oktatása és vizsgáztatása",26597,intenzív angol nyelvi képzés - tájékoztató eljárás eredményéről
148,D.132/2013.,"keretszerződés víziközmű-hálózati karbantartási anyagok beszerzésére, online megrendelési felület használatával  i. rész (hálózati anyagok)",580348,hardvereszközök beszerzése szállítói szerződés keretében
149,D.133/13/2009.,a kszf és az ellátási körébe tartozó minisztériumok részére elektronikus jogszabály-nyilvántartó rendszerhez történő hozzáférés biztosítása (ejog-2009),455884,nyomdai kivitelezésű munkák a központi szolgáltatási főigazgatóság ellátási körébe tartozó minisztériumok és intézményeik részére
150,D.133/2012.,monor integrált városközpont fjelesztése i. ütem: kossuth l. - dobó i. u. rekonstrukciója és a 3111-3112 jelű országos közutak körforgalmú csomópontjának építése,15194,„monor integrált városközpont-fejlesztése  –  kmop-5.2.1/b-09-2f-2010-0013 –  építési műszaki ellenőri tevékenység” - tájékoztató az eljárás eredményéről
151,D.134/2010.,"belterületen kármegelőző felszíni vízelvezető rendszerek kiépítése, csapadékvíz csatorna építése és kivezetés kmop-2007-3.3.1.b.",41148,"víznyelők tervezése, kivitelezése, valamint csapadékvíz elvezetések építése"
152,D.134/2013.,"struktúraváltás a veszprém megyei csolnoky ferenc kórház nonprofit zrt-nél"" című tiop-2.2.4-09/1-2010-0023 azonosító jelű projekt vonatkozásában, a kivitelezési munkák elvégzése vállalkozási szerződés keretében",2703,vállalkozási szerződés
153,D.134/2014.,belvízrendezés az élhetőbb településekért komplex belvízrendezési program megvalósítása a belterületen és a csatlakozó társulati csatornán i. ütem keretében kiegészítő építési beruházás szarvas városában,588858,támop-3.1.3-11/2-2012-0008 azonosító számú a természettudományos oktatás módszertanának és eszközrendszerének megújítása a vajda péter evangélikus gimnáziumban projekt megvalósításához kapcsolódó rendezvényszervezési feladatok ellátása vállalkozási szerződés keretében.
154,D.135/2010.,"csomagvizsgáló, alapanyag- és termékvizsgáló berendezések beszerzése",43431,"tájékoztató az eljárás eredményéről k+f1 műszerek, berendezések beszerzése tárgyban a széchenyi istván egyetemen"
155,D.135/2012.,mh ócsai üzemanyagraktár területén feltárt szénhidrogén szennyezettség kármentesítése című pojekt megvalósítási szakaszában (2. forduló) előírt pr tájékoztatási és a nyilvánosság biztosítását szolgáló egyéb kötelező tájékoztatási feladatok ellátása,430319,"ócsa pr, tájékoztatási szolgáltatások"
156,D.135/2013.,"megbízási szerződés a fidic mérnöki és műszaki ellenőri feladatok ellátására a ""hajdú-bihari ivóvízminőség-javító projekt - keop-1.3.0/09-11-2011-0010"" című pályázathoz kapcsolódóan",462972,hajdú-bihari ivóvízminőség-javító projekt című projekthez kapcsolódó pr és tájékoztatási feladatok ellátása
157,D.136/2010.,vállalkozási (építési) szerződés keretében 130 férőhelyes óvoda és művészeti oktatóterem építése,435232,"szüret utca, dabi krt., zrínyi utca felújítása"
158,D.136/2013.,szállítási szerződés - támop - 5.3.8-11/a1-2012-0001-rév - számítástechnikai eszközök beszerzése,577732,szállítási szerződés - támop-5.3.8-11/a1-2012-0001-rév - számítástechnikai eszközök beszerzése
159,D.137/2010.,"szabályozási modell, követelményrendszer, folyamatspecifikációk, technikai és szakmai ajánlások kidolgozása levéltári és közigazgatási informatika terén (e-levéltár)",43451,"szabályozási modell, követelményrendszer, folyamatspecifikációk, technikai és szakmai ajánlások kidolgozása levéltári és közigazgatási informatika terén"
160,D.137/2012.,"szállítási szerződés irodaszerek, festékpatronok és sokszorosító anyagok vonatkozásában",13583,szállítási szerződés keretében nyomtatványok beszerzése - tájékoztató az eljárás eredményéről
162,D.138/2010.,"szatmári többcélú kistérségi társulás által 2010. március 1-én induló közmunkaprogram eszközeinek, munkaruházatának beszerzése",433994,marketing szolgáltatások beszerzése
163,D.138/2012.,flottakezelési szolgáltatást is tartalmazó bérleti szerződés 1.-3. rész és 4. rész tekintetében,13511,"szállítási szerződés a 1132 budapest, visegrádi u 49. szám alatti épület földgáz beszerzésére tervezett éves földgáz felhasználás 3.300.000 mj – 40 %"
164,D.138/2013.,"salgótarján, kassai sor 8-10. szám alatti épület részleges felújítása",462019,"tájékoztató az eljárás eredményéről""nav émr adó főigazgatóságsalgótarján, kassai sor 8-10. szám alatti irodaépület felújításához kiviteli tervdokumentáció készítése"""
165,D.139/10/2009.,mozgásjavító általános iskola és diákotthon kiegészítő építési beruházások megrendelése,457383,az átmeneti gyermekotthon (breznó köz) rekonstrukció  kapcsán felmerült kiegészítő építési beruházás.
